Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25831873,Accessing the Future: A Disability-Themed Anthology of Speculative Fiction,Kathryn Allan,"Allan, Kathryn","Djibril al-Ayad, JoSelle Vanderhooft, Nicolette Barischoff, Sarah Pinsker, Margaret Killjoy, Joyce Chng, Samantha Rich, Sara Patterson, Kate O'Connor, Toby MacNutt, Louise Hughes, Jack Hollis Marr, Petra Kuppers, A.C. Buchanan, A.F. Sanchez, Rachael K. Jones, David Jón Fuller, Derek Newman-Stille, Comebab, Fabian Alvarado, L.E. Badillo, Rachel Keslensky, Vincent Konrad, Pandalion Death, Jane Baker, Tostoini","=""0957397550""","=""9780957397552""",3.0,Futurefire.net Publishing,Kindle Edition,246,2015,2015,2015/01/01,2016/05/10,,,read,,,,1,0
6641952,The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,Eric S. Raymond,"Raymond, Eric S.",,"=""""","=""""",5.0,O'Reilly Media,Kindle Edition,258,2008,1999,2015/01/01,2014/12/31,,,read,,,,1,0
28803370,A Girl Corrupted by the Internet is the Summoned Hero?!,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",3.0,,Kindle Edition,80,2016,2016,2016/01/01,2016/05/10,,,read,,,,1,0
67825,Peopleware: Productive Projects and Teams,Tom DeMarco,"DeMarco, Tom",Timothy Lister,"=""0932633439""","=""9780932633439""",4.0,Dorset House,Paperback,245,1999,1987,2014/01/01,2013/04/21,,,read,,,,1,0
11280620,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""0575097957""","=""9780575097957""",5.0,Hachette UK,Kindle Edition,226,2010,1969,2016/01/01,2016/05/10,,,read,,,,1,0
6565257,Hackers & Painters: Big Ideas from the Computer Age,Paul    Graham,"Graham, Paul",,"=""059610636X""","=""9780596106362""",5.0,O'Reilly Media,Kindle Edition,314,2004,2004,2015/01/01,2016/05/10,,,read,,,,1,0
6571744,Influence: The Psychology of Persuasion (Collins Business Essentials Book 16),Robert B. Cialdini,"Cialdini, Robert B.",,"=""""","=""""",4.0,HarperCollins,Kindle Edition,334,2009,1984,2015/01/01,2016/05/10,,,read,,,,1,0
18877471,The Changing Face of War,Scientific American,"American, Scientific",,"=""""","=""""",0,Scientific American,Kindle Edition,201,2013,,,2014/12/31,to-read,to-read (#299),to-read,,,,0,0
18627809,The Connected Company,Dave  Gray,"Gray, Dave",,"=""""","=""""",0,O'Reilly Media,Kindle Edition,304,2012,2012,,2014/12/31,to-read,to-read (#298),to-read,,,,0,0
6968772,The Master and His Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist,"McGilchrist, Iain",,"=""030014878X""","=""9780300148787""",0,Yale University Press,Hardcover,608,2009,2009,,2013/04/19,to-read,to-read (#295),to-read,,,,0,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",0,Penguin Books,Paperback,267,2002,2001,,2013/04/19,to-read,to-read (#294),to-read,,,,0,0
21400363,Capital in the Twenty-First Century,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""0674369564""","=""9780674369566""",0,Belknap,Kindle Edition,696,2014,2013,,2016/06/01,to-read,to-read (#293),to-read,,,,0,0
3929786,"Designing the Automated Office: A Guide for Architects, Interior Designers, Space Planners, and Facility Managers",William Pulgram,"Pulgram, William",Richard Stonis,"=""0823071367""","=""9780823071364""",0,Whitney Library of Design,Hardcover,224,1984,,,2016/06/01,to-read,to-read (#292),to-read,,,,0,0
17792189,Walden,Henry David Thoreau,"Thoreau, Henry David",,"=""""","=""""",0,Amazon Digital Services,Kindle Edition,243,2012,1854,,2016/06/01,to-read,to-read (#291),to-read,,,,0,0
7640261,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,"Ryan, Christopher",Cacilda Jethá,"=""""","=""""",4.0,HarperCollins,Hardcover,416,2010,2010,,2013/04/21,,,read,,,,1,0
25859268,"The Long Cosmos (The Long Earth, #5)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0062297376""","=""9780062297372""",0,Harper,Hardcover,377,2016,2016,,2016/06/01,to-read,to-read (#290),to-read,,,,0,0
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,"=""0241003008""","=""9780241003008""",5.0,Puffin Books,Board book,26,1994,1969,,2016/05/10,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4.0,Scribner,Paperback,180,2025,1925,,2016/05/10,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",5.0,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2016/05/10,,,read,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",5.0,Harpertorch,Mass Market Paperback,243,2001,1987,,2016/05/10,,,read,,,,1,0
19261746,Brainwashing: The Science of Thought Control,Kathleen   Taylor,"Taylor, Kathleen",,"=""0191622583""","=""""",0,OUP Oxford,Kindle Edition,325,2006,2004,,2016/05/10,to-read,to-read (#289),to-read,,,,0,0
3299039,Human Enhancement,Julian Savulescu,"Savulescu, Julian",Nick Bostrom,"=""0199299722""","=""9780199299720""",0,Oxford University Press,Hardcover,432,2009,2009,,2016/05/10,to-read,to-read (#288),to-read,,,,0,0
3580058,Follies: Grottoes & Garden Buildings,Gwyn Headley,"Headley, Gwyn",Wim Meulenkamp,"=""1854106252""","=""9781854106254""",3.0,Aurum Press,Paperback,607,1999,1999,,2014/06/13,,,read,,,,1,0
330359,Number 9: The Search for the Sigma Code,Cecil Balmond,"Balmond, Cecil",,"=""3791319337""","=""9783791319339""",2.0,Prestel,Hardcover,236,1998,1998,,2014/06/13,,,read,,,,1,0
1968523,Genetic Architectures/Arquitecturas Geneticas,Alberto T. Estévez,"Estévez, Alberto T.",Dennis Dollens,"=""0930829514""","=""9780930829513""",2.0,Lumen,Paperback,112,2004,2004,,2014/06/13,,,read,,,,1,0
9099717,3ds Max 8 MAXScript Essentials,Autodesk,"Autodesk, Autodesk",,"=""0240808584""","=""9780240808581""",2.0,Routledge,Paperback,242,2006,2006,,2014/06/13,,,read,,,,1,0
238558,A New Kind of Science,Stephen Wolfram,"Wolfram, Stephen",,"=""1579550088""","=""9781579550080""",2.0,"Wolfram Media, Inc.",Hardcover,1280,2002,2002,,2014/06/13,,,read,,,,1,0
2229145,Expressive Form,Kostas Terzidis,"Terzidis, Kostas",William J. Mitchell,"=""0415317444""","=""9780415317443""",1.0,Routledge,Paperback,104,2003,1393,,2014/06/13,,,read,,,,1,0
1247974,C# Language Pocket Reference,Peter Drayton,"Drayton, Peter","Ben Albahari, Ted Neward","=""059600429X""","=""9780596004293""",1.0,"O'Reilly Media, Inc.",Paperback,128,2002,2002,,2014/06/13,,,read,,,,1,0
3355846,economic naturalist,Robert H. Frank,"Frank, Robert H.",,"=""0753513382""","=""9780753513385""",4.0,Basic Books,Paperback,241,2008,2006,,2014/06/13,,,read,,,,1,0
19296692,The Future of Work (Cato Unbound Book 62006),Robin Hanson,"Hanson, Robin","Edward E. Leamer, Frank Levy, Richard Florida, Will Wilkinson","=""""","=""""",4.0,Cato Institute,Kindle Edition,105,2006,2006,,2016/05/10,,,read,,,,1,0
2659696,Global Catastrophic Risks,Nick Bostrom,"Bostrom, Nick",Milan M. Ćirković,"=""0198570503""","=""9780198570509""",4.0,Oxford University Press,Hardcover,578,2008,2008,,2014/09/09,,,read,,,,1,0
5892575,Colour for Architecture Today,Tom Porter,"Porter, Tom","Terry Farrell, Byron Mikellides","=""0415438152""","=""9780415438155""",4.0,Taylor & Francis,Paperback,192,2008,2009,,2014/06/13,,,read,,,,1,0
239294,Me++: The Cyborg Self And The Networked City,William J. Mitchell,"Mitchell, William J.",,"=""0262633132""","=""9780262633130""",4.0,Mit Pr,Paperback,259,2004,2003,,2014/06/13,,,read,,,,1,0
304447,Creation : Life and How to Make It,Steve Grand,"Grand, Steve",,"=""0753812770""","=""9780753812778""",4.0,Phoenix Paperbacks,Paperback,240,2001,2000,,2014/06/13,,,read,,,,1,0
574893,Nufonia Must Fall,Kid Koala,"Koala, Kid",,"=""1550225588""","=""9781550225587""",4.0,Ecw Press,Paperback,352,2003,2003,,2014/06/13,,,read,,,,1,0
161777,Atelier Van Lieshout,Joep van Lieshout,"Lieshout, Joep van",,"=""9069181827""","=""9789069181820""",3.0,Museum Boijmans van Beuningen,Paperback,,1997,1997,,2014/06/13,,,read,,,,1,0
104371,Intricacy: A Project By Greg Lynn Form,Jesse Reiser,"Reiser, Jesse","Claudia Gould, Greg Lynn, Karl Chu, Preston Scott Cohen, Chris Cunningham, Nader Tehrani, Nanako Umemoto, Tom Friedman, Fabian Marcaccio, David Reed, Farshid Moussavi, Alejandro Zaera-Polo, Peter Eisenman, Hussein Chalayan","=""0884541029""","=""9780884541028""",3.0,ICA Philadelphia,Paperback,50,2003,2003,,2014/06/13,,,read,,,,1,0
57020,Being Digital,Nicholas Negroponte,"Negroponte, Nicholas",,"=""0340649305""","=""9780340649305""",3.0,Hodder and Stoughton,Paperback,249,1996,1995,,2014/06/13,,,read,,,,1,0
105139,An Introduction to Genetic Algorithms (Complex Adaptive Systems),Melanie  Mitchell,"Mitchell, Melanie",,"=""0262631857""","=""9780262631853""",3.0,MIT Press,Paperback,221,1998,1996,,2014/06/13,,,read,,,,1,0
754702,XYZ: The Architecture of Dagmar Richter,Dagmar Richter,"Richter, Dagmar",Anthony Vidler,"=""1856692515""","=""9781856692519""",3.0,Laurence King Publishing,Paperback,188,2001,2001,,2014/06/13,,,read,,,,1,0
939193,C# 2005 For Dummies,Stephen Randy Davis,"Davis, Stephen Randy",Chuck Sphar,"=""0764597043""","=""9780764597046""",3.0,For Dummies,Paperback,432,2005,2005,,2014/06/13,,,read,,,,1,0
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",3.0,Ballantine,Mass Market Paperback,180,1987,1986,,2014/06/13,,,read,,,,1,0
32196,"Tooling (Pamphlet Architecture, 27)",Benjamin Aranda,"Aranda, Benjamin","Chris Lasch, Cecil Balmond, Sanford Kwinter, Cecil A. Balmond","=""1568985479""","=""9781568985473""",3.0,Princeton Architectural Press,Paperback,96,2005,2005,,2014/06/13,,,read,,,,1,0
10048731,Space Craft: Developments in Architectural Computing,David Littlefield,"Littlefield, David",,"=""1859462928""","=""9781859462928""",3.0,RIBA Publishing,Paperback,200,2008,2008,,2014/06/13,,,read,,,,1,0
1369984,Softspace: From a Representation of Form to a Simulation of Space,Sean Lally,"Lally, Sean",,"=""0415402026""","=""9780415402026""",3.0,Routledge,Paperback,224,2006,2006,,2014/06/13,,,read,,,,1,0
2490104,Natural Born CAADesigners: Young American Architects (The Information Technology Revolution in Architecture),Maria Rita Perbellini,"Perbellini, Maria Rita",Christian R. Pongratz,"=""3764362464""","=""9783764362461""",3.0,Birkhäuser,Paperback,93,2000,2000,,2014/06/13,,,read,,,,1,0
301931,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0141019018""","=""9780141019017""",5.0,Penguin,Paperback,320,2006,2005,,2014/06/13,,,read,,,,1,0
8850137,Illustrated Superfreakonomics. Steven D. Levitt & Stephen J. Dubner,Steven D. Levitt,"Levitt, Steven D.",,"=""1846143039""","=""9781846143038""",5.0,Allen Lane,Hardcover,281,2010,2009,,2014/06/13,,,read,,,,1,0
2537869,Mathland From Flatland to Hypersurfaces,Michele Emmer,"Emmer, Michele",,"=""376430149X""","=""9783764301491""",5.0,Birkhäuser,Paperback,96,2003,2003,,2014/06/13,,,read,,,,1,0
13255546,Programming.Architecture,Paul   Coates,"Coates, Paul",,"=""0415451884""","=""9780415451888""",5.0,Routledge,Paperback,200,2010,2010,,2014/06/13,,,read,,,,1,0
1207566,Succeeding With Autocad: A Full Course in 2d Drafting and 3d Modelling,Barry Hawkes,"Hawkes, Barry",,"=""0077090713""","=""9780077090715""",5.0,McGraw-Hill Book Co Ltd,Hardcover,,1995,,,2014/06/13,,,read,,,,1,0
387996,Blondie24: Playing at the Edge of AI (The Morgan Kaufmann Series in Artificial Intelligence),David B. Fogel,"Fogel, David B.",,"=""1558607838""","=""9781558607835""",5.0,Morgan Kaufmann,Paperback,406,2001,2001,,2014/06/13,,,read,,,,1,0
9221094,"Zero History (Blue Ant, #3)",William Gibson,"Gibson, William",,"=""""","=""9780670919543""",5.0,,Paperback,404,2010,2010,,2014/06/13,,,read,,,,1,0
865437,Art Forms from the Ocean: The Radiolarian Prints of Ernst Haeckel,Olaf Breidbach,"Breidbach, Olaf",,"=""3791333275""","=""9783791333274""",5.0,Prestel,Paperback,96,2005,2005,,2014/06/13,,,read,,,,1,0
958215,Art Forms in Nature,Olaf Breidbach,"Breidbach, Olaf","Richard P. Hartmann, Olaf Breidbach, Irenäus Eibl-Eibesfeldt, Michele Schons, Michael Ashdown","=""3791319906""","=""9783791319902""",5.0,Prestel-Verlag,Paperback,140,2008,1904,,2014/06/13,,,read,,,,1,0
393733,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291144""","=""9780199291144""",5.0,Oxford University Press,Hardcover,384,2006,1976,,2014/06/13,,,read,,,,1,0
14744381,"The Walking Dead: Compendium Two (The Walking Dead, #9-16)",Robert Kirkman,"Kirkman, Robert",Charlie Adlard,"=""1607065967""","=""9781607065968""",5.0,Image comics,Paperback,1068,2012,2012,,2014/06/13,,,read,,,,1,0
248764,Climbing Mount Improbable,Richard Dawkins,"Dawkins, Richard",,"=""0141026170""","=""9780141026176""",5.0,Penguin,Paperback,308,2006,1996,,2014/06/13,,,read,,,,1,0
7312071,Checklist Manifesto How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""1846683130""","=""9781846683138""",4.0,Profile Books,Hardcover,256,2010,2009,,2014/06/13,,,read,,,,1,0
6993481,Future People: A Moderate Consequentialist Account of our Obligations to Future Generations,Tim Mulgan,"Mulgan, Tim",,"=""0199556733""","=""9780199556731""",4.0,Oxford University Press,Paperback,396,2009,2006,,2014/06/13,,,read,,,,1,0
7001194,Wired for War: The Robotics Revolution and Conflict in the 21st Century,P.W. Singer,"Singer, P.W.",,"=""0143116843""","=""9780143116844""",4.0,Penguin Books,Paperback,499,2009,2009,,2014/06/13,,,read,,,,1,0
224064,Architecture in the Digital Age: Design And Manufacturing,Branko Kolarevic,"Kolarevic, Branko",,"=""041538141X""","=""9780415381413""",4.0,Taylor & Francis,Paperback,314,2005,2003,,2014/06/13,,,read,,,,1,0
32583,Euclid's Window: From Parallel Lines to Hyperspace,leonard-mlodinow,"leonard-mlodinow, leonard-mlodinow",,"=""0141009098""","=""9780141009094""",4.0,Fisicalbook,Paperback,306,2017,2001,,2014/06/13,,,read,,,,1,0
17039,Flatterland,Ian Stewart,"Stewart, Ian",,"=""0330393774""","=""9780330393775""",4.0,Pan Macmillan,Paperback,295,2003,2001,,2014/06/13,,,read,,,,1,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",5.0,William Morrow,Hardcover,937,2008,2008,,2013/11/05,,,read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5.0,Bantam Books,Paperback,438,2000,1992,,2013/11/05,,,read,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",4.0,Addison-Wesley Professional,Paperback,322,1995,1975,,2013/04/21,,,read,,,,1,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",5.0,William Morrow,Hardcover,1044,2011,2011,,2013/04/21,,,read,,,,1,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",5.0,Spectra,Paperback,499,2000,1995,,2013/04/21,,,read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",5.0,Penguin Books,Paperback,296,2003,1980,,2014/04/24,,,read,,,,1,0
4070074,Sustainable Energy - without the hot air,David J.C. MacKay,"MacKay, David J.C.",,"=""0954452933""","=""9780954452933""",5.0,UIT Cambridge Ltd.,Paperback,384,2009,2008,,2013/04/21,,,read,,,,1,0
8295595,Living With Complexity,Donald A. Norman,"Norman, Donald A.",,"=""0262014866""","=""9780262014861""",3.0,The MIT Press,Hardcover,298,2010,2010,,2014/04/24,,,read,,,,1,0
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",,"=""048627263X""","=""9780486272634""",5.0,"Dover Publications, Inc.",Paperback,96,1992,1884,,2013/04/21,,,read,,,,1,0
66726,"The Cartoon History of the Modern World Part 1: From Columbus to the U.S. Constitution (The Cartoon History of the Modern World, #1)",Larry Gonick,"Gonick, Larry",,"=""0060760044""","=""9780060760045""",5.0,William Morrow Paperbacks,Paperback,272,2006,2007,,2013/04/19,,,read,,,,1,0
6465707,The Walking Dead: Compendium One,Robert Kirkman,"Kirkman, Robert",,"=""""","=""""",5.0,Image Comics,Paperback,1088,2009,2009,,2013/04/19,,,read,,,,1,0
12576334,Religion for Atheists: A Non-Believer's Guide to the Uses of Religion,Alain de Botton,"Botton, Alain de",,"=""0241144779""","=""9780241144770""",4.0,Hamish Hamilton,Hardcover,320,2012,2011,,2013/04/19,,,read,,,,1,0
168872,The Cartoon Guide to Statistics,Larry Gonick,"Gonick, Larry",Woollcott Smith,"=""0062731025""","=""9780062731029""",3.0,HarperPerennial,Paperback,230,1993,,,2013/04/19,,,read,,,,1,0
18858310,Flow: The Classic Work On How To Achieve Happiness: The Psychology of Happiness,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""""","=""""",0,Ebury Digital,Kindle Edition,386,2013,1990,,2016/05/10,to-read,to-read (#286),to-read,,,,0,0
21454105,"Group Theory in the Bedroom, and Other Mathematical Diversions",Brian Hayes,"Hayes, Brian",,"=""""","=""""",0,Hill and Wang,Kindle Edition,300,2008,2008,,2016/05/10,to-read,to-read (#287),to-read,,,,0,0
12011553,In the Woods (Dublin Murder Squad #1),Tana French,"French, Tana",,"=""""","=""""",0,Hodder & Stoughton,Kindle Edition,612,2008,2007,,2016/05/10,to-read,to-read (#285),to-read,,,,0,0
18886517,Too Much to Know: Managing Scholarly Information before the Modern Age,Ann M. Blair,"Blair, Ann M.",,"=""""","=""""",0,Yale University Press,Kindle Edition,655,2010,2010,,2016/05/10,to-read,to-read (#284),to-read,,,,0,0
12011554,The Likeness,Tana French,"French, Tana",,"=""""","=""""",0,Hodder & Stoughton,Kindle Edition,574,2008,2008,,2016/05/10,to-read,to-read (#283),to-read,,,,0,0
24651690,This Idea Must Die: Scientific Theories That Are Blocking Progress – A Groundbreaking Anthology of Essays from 175 Brilliant Minds (Edge Question Book 17),John Brockman,"Brockman, John",,"=""""","=""""",0,Harper Perennial,Kindle Edition,595,2015,2015,,2016/05/10,to-read,to-read (#282),to-read,,,,0,0
19831497,"Creativity, Inc.: an inspiring look at how creativity can - and should - be harnessed for business success by the founder of Pixar",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""""","=""""",0,Transworld Digital,Kindle Edition,467,2014,2014,,2016/05/10,to-read,to-read (#281),to-read,,,,0,0
24747252,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,"Bock, Laszlo",,"=""1444792377""","=""9781444792379""",0,John Murray,Kindle Edition,417,2015,2015,,2016/05/10,to-read,to-read (#280),to-read,,,,0,0
8125342,The Toyota Way: 14 Management Principles From the World's Greatest Manufacturer,Jeffrey K. Liker,"Liker, Jeffrey K.",,"=""""","=""""",0,McGraw-Hill Education,Kindle Edition,330,2003,2003,,2016/05/10,to-read,to-read (#279),to-read,,,,0,0
19623821,Design Anthropology: Theory and Practice,Wendy Gunn,"Gunn, Wendy",,"=""""","=""""",0,Bloomsbury Academic,Kindle Edition,267,2013,2013,,2016/05/10,to-read,to-read (#278),to-read,,,,0,0
18685328,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,"=""""","=""""",0,Jossey-Bass,Kindle Edition,242,2011,2002,,2016/05/10,to-read,to-read (#277),to-read,,,,0,0
23317497,"User Story Mapping: Discover the Whole Story, Build the Right Product",Jeff Patton,"Patton, Jeff",Peter Economy,"=""1491904879""","=""9781491904879""",0,O'Reilly Media,Kindle Edition,412,2014,2012,,2016/05/10,to-read,to-read (#276),to-read,,,,0,0
27065427,Nick and the Glimmung,Philip K. Dick,"Dick, Philip K.",,"=""057513304X""","=""9780575133044""",0,Gateway,Kindle Edition,133,2015,1985,,2016/05/10,to-read,to-read (#274),to-read,,,,0,0
25827122,"The End of Jobs: Money, Meaning and Freedom Without the 9-to-5",Taylor Pearson,"Pearson, Taylor",,"=""""","=""""",0,,Kindle Edition,304,2015,2015,,2016/05/10,to-read,to-read (#273),to-read,,,,0,0
19094557,Letters to a Young Chef,Daniel Boulud,"Boulud, Daniel",,"=""""","=""""",0,Basic Books,Kindle Edition,201,2009,2003,,2016/05/10,to-read,to-read (#272),to-read,,,,0,0
20199837,A Different Universe: Reinventing Physics From the Bottom Down,Robert B. Laughlin,"Laughlin, Robert B.",,"=""""","=""""",0,Basic Books,Kindle Edition,276,2008,2005,,2016/05/10,to-read,to-read (#270),to-read,,,,0,0
19624309,The Rise of the Naked Economy: How to Benefit from the Changing Workplace,Ryan Coonerty,"Coonerty, Ryan",Jeremy Neuner,"=""""","=""""",0,St. Martin's Press,Kindle Edition,258,2013,2013,,2016/05/10,to-read,to-read (#271),to-read,,,,0,0
21284311,Building (in) the Future: Recasting Labor in Architecture,Phillip Bernstein,"Bernstein, Phillip",Peggy Deamer,"=""1616890037""","=""9781616890032""",0,Princeton Architectural Press,Kindle Edition,216,2012,2010,,2016/05/10,to-read,to-read (#269),to-read,,,,0,0
25659123,"Why Information Grows: The Evolution of Order, from Atoms to Economies",César A.  Hidalgo,"Hidalgo, César A.",,"=""0141978031""","=""9780141978031""",0,Penguin,Kindle Edition,212,2015,2015,,2016/05/10,to-read,to-read (#268),to-read,,,,0,0
6584842,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",Timothy Ferriss,"=""0679647422""","=""9780679647423""",0,Ballantine Books,Kindle Edition,224,2002,2002,,2016/05/10,to-read,to-read (#267),to-read,,,,0,0
22047416,"Anarchy Unbound: Why Self-Governance Works Better Than You Think (Cambridge Studies in Economics, Choice, and Society)",Peter T. Leeson,"Leeson, Peter T.",,"=""113990843X""","=""9781139908436""",0,Cambridge University Press,Kindle Edition,268,2014,2014,,2016/05/10,to-read,to-read (#266),to-read,,,,0,0
11851353,Made to Stick: Why some ideas take hold and others come unstuck,Chip Heath,"Heath, Chip",Dan Heath,"=""""","=""""",0,,Kindle Edition,293,,2006,,2016/05/10,to-read,to-read (#265),to-read,,,,0,0
22327437,The Alliance: Managing Talent in the Networked Age,Reid Hoffman,"Hoffman, Reid","Ben Casnocha, Chris Yeh","=""162527579X""","=""9781625275790""",0,Harvard Business Review Press,Kindle Edition,141,2014,2014,,2016/05/10,to-read,to-read (#264),to-read,,,,0,0
19524690,"Daily Rituals: How Great Minds Make Time, Find Inspiration, and Get to Work",Mason Currey,"Currey, Mason",,"=""1743513372""","=""9781743513378""",0,Picador,Kindle Edition,304,2013,2013,,2016/05/10,to-read,to-read (#263),to-read,,,,0,0
20155778,Free Will: The Basics,Meghan Griffith,"Griffith, Meghan",,"=""""","=""""",0,Routledge,Kindle Edition,162,2013,2012,,2016/05/10,to-read,to-read (#262),to-read,,,,0,0
13027709,"Sex, Murder, and the Meaning of Life: A Psychologist Investigates How Evolution, Cognition, and Complexity Are Revolutionizing Our View of Human Nature",Douglas T. Kenrick,"Kenrick, Douglas T.",,"=""""","=""""",0,Basic Books,Kindle Edition,,2011,2011,,2016/05/10,to-read,to-read (#261),to-read,,,,0,0
19000847,Apocolocyntosis,Seneca,"Seneca, Seneca",,"=""""","=""""",0,,Kindle Edition,28,2012,54,,2016/05/10,to-read,to-read (#259),to-read,,,,0,0
22466808,Meditations,Marcus Aurelius,"Aurelius, Marcus",,"=""""","=""""",0,,Kindle Edition,130,2014,180,,2016/05/10,to-read,to-read (#258),to-read,,,,0,0
19669566,A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine,"Irvine, William B.",,"=""0199792623""","=""9780199792627""",0,Oxford University Press,Kindle Edition,316,2008,2008,,2016/05/10,to-read,to-read (#257),to-read,,,,0,0
20107470,Small Pieces Loosely Joined: A Unified Theory Of The Web,David Weinberger,"Weinberger, David",,"=""""","=""""",0,Basic Books,Kindle Edition,245,2008,2002,,2016/05/10,to-read,to-read (#255),to-read,,,,0,0
23881207,New Atlantis - Classic Illustrated Edition,Francis Bacon,"Bacon, Francis",A. White,"=""""","=""""",0,Heritage Illustrated Publishing,Kindle Edition,54,2014,1626,,2016/05/10,to-read,to-read (#256),to-read,,,,0,0
18912731,Glut: Mastering Information Through The Ages,Alex Wright,"Wright, Alex",,"=""0309135877""","=""9780309135870""",0,Joseph Henry Press,Kindle Edition,296,2007,2007,,2016/05/10,to-read,to-read (#254),to-read,,,,0,0
18911450,What's Wrong with Expert Predictions? (Cato Unbound Book 72011),Robin Hanson,"Hanson, Robin","Philip E. Tetlock, Dan Gardner, Bruce Bueno de Mesquita, John Cochrane, Jason Kuznicki","=""""","=""""",0,Cato Institute,Kindle Edition,47,2011,2011,,2016/05/10,to-read,to-read (#253),to-read,,,,0,0
25348796,Badass: Making Users Awesome,Kathy Sierra,"Sierra, Kathy",,"=""1491919027""","=""9781491919026""",0,O'Reilly Media,Kindle Edition,294,2015,2015,,2016/05/10,to-read,to-read (#252),to-read,,,,0,0
27938625,Exploring the Practice of Antifragility,Sinan Si Alhir,"Alhir, Sinan Si",Donald E. Gould,"=""""","=""""",0,,Kindle Edition,112,2015,,,2016/05/10,to-read,to-read (#250),to-read,,,,0,0
21378419,The Golem (Dedalus European Classics),Gustav Meyrink,"Meyrink, Gustav",,"=""""","=""""",0,Dedalus,Kindle Edition,270,2011,1915,,2016/05/10,to-read,to-read (#248),to-read,,,,0,0
11348353,A Brief History of Time,Stephen W. Hawking,"Hawking, Stephen W.",,"=""""","=""""",0,Transworld Digital,ebook,256,2009,1988,,2016/05/10,to-read,to-read (#247),to-read,,,,0,0
22113746,"Revolutionary Russia, 1891-1991: A History",Orlando Figes,"Figes, Orlando",,"=""""","=""""",0,Penguin,Kindle Edition,336,2014,2014,,2016/05/10,to-read,to-read (#246),to-read,,,,0,0
11297047,The New Machiavelli,H.G. Wells,"Wells, H.G.",,"=""""","=""""",0,,Kindle Edition,512,,1910,,2016/05/10,to-read,to-read (#245),to-read,,,,0,0
5497789,The War of the Worlds,H.G. Wells,"Wells, H.G.",,"=""""","=""""",0,,Kindle Edition,144,2012,1898,,2016/05/10,to-read,to-read (#244),to-read,,,,0,0
11250800,Sophie's World,Jostein Gaarder,"Gaarder, Jostein",,"=""""","=""""",0,,Kindle Edition,496,,1991,,2016/05/10,to-read,to-read (#243),to-read,,,,0,0
